Track Name,Artist,Streams
When I Look At You,Miley Cyrus,24411328
Love To Hate Me,BLACKPINK,24397358
Que Malo,Bad Bunny,24352142
My Oasis (feat. Burna Boy),Sam Smith,24282141
Hablamos Mañana,Bad Bunny,24181407
tolerate it,Taylor Swift,24063624
La Zona,Bad Bunny,24017547
IDK You Yet,Alexander 23,23798137
The Take (feat. Chris Brown),Tory Lanez,23613606
Telepathy,BTS,23500396
Alone Again,The Weeknd,23432308
De Cora <3,Rauw Alejandro,23376440
Darkness,Eminem,23277296
Old Me,5 Seconds of Summer,23276659
Scared To Live,The Weeknd,23160349
Never Let Me Down,VIZE,23065836
Futsal Shuffle 2020 - Bonus Track,Lil Uzi Vert,22836286
Hallucinate,Dua Lipa,22804493
Afterglow,Ed Sheeran,22710980
Papi Chulo,Octavian,22703419
Una Vez,Bad Bunny,22696055
@ MEH,Playboi Carti,22553114
mad woman,Taylor Swift,22538022
Too Late,The Weeknd,22254304
Stay Gold,BTS,22221409
"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",Eminem,22104455
Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,22104205
changes,XXXTENTACION,22051101
Dis-ease,BTS,22042721
Christmas Lights,Coldplay,21983182
Blueberry Eyes (feat. SUGA of BTS),MAX,21839243
<3,Bad Bunny,21733626
MORE,K/DA,21686563
TE DESEO LO MEJOR,Bad Bunny,21673177
Stay,BTS,21601615
Only The Young - Featured in Miss Americana,Taylor Swift,21543094
Fútbol & Rumba (feat. Enrique Iglesias),Anuel AA,21440723
Better,ZAYN,21252303
CANCIÓN CON YANDEL,Yandel,21196673
Past Life (with Selena Gomez),Trevor Daniel,21178417
Unaccommodating (feat. Young M.A),Eminem,21167554
Have Yourself A Merry Little Christmas,Sam Smith,21121234
Kein Wort,Juju,21111742
Silly Watch,Lil Uzi Vert,21104241
Tudo Ok,Thiaguinho MT,21098129
MÁS DE UNA CITA,Bad Bunny,21070900
Promiscuous,Nelly Furtado,20670614
"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,20636729
epiphany,Taylor Swift,20627791
Baby,Joker Bra,20568641
The Other Side (from Trolls World Tour),SZA,20530243
Panini,Lil Nas X,20410288
E-GIRLS ARE RUINING MY LIFE!,CORPSE,20410285
you should see me in a crown,Billie Eilish,20103311
The London (feat. J. Cole & Travis Scott),Young Thug,20102215
Por Primera Vez,Camilo,20027454
Starboy,The Weeknd,19989907
STARGAZING,Travis Scott,19982185
Way Out (feat. Big Sean),Jack Harlow,19970064
Rags2Riches 2 (feat. Lil Baby),Rod Wave,19931576
Faith,The Weeknd,19903615
Blue World,Mac Miller,19823380
Moonwalking in Calabasas (feat. Blueface) - Remix,DDG,19814162
forget me too (feat. Halsey),Machine Gun Kelly,19813094
Lemonade,Internet Money,19804278
Nada,Cali Y El Dandee,19787966
peace,Taylor Swift,19764942
Wash Us In The Blood,Kanye West,19738291
Snowchild,The Weeknd,19735649
"The Plan - From the Motion Picture ""TENET""",Travis Scott,19711363
René,Residente,19599184
Ain't It Different (feat. AJ Tracey & Stormzy),Headie One,19362176
+Linda,Dalex,19291759
Se Me Olvidó,Christian Nodal,19260286
Escape From LA,The Weeknd,19226200
Fighting Demons,Juice WRLD,18944270
Na Raba Toma Tapão,Niack,18835662
Levitating,Dua Lipa,18791449
Up Up And Away,Juice WRLD,18538676
Unterwegs,KitschKrieg,18393744
Modern Loneliness,Lauv,18346379
Anaranjado,Jowell & Randy,18255025
shut up,Ariana Grande,18251360
Break My Stride,Matthew Wilder,18233325
safety net (feat. Ty Dolla $ign),Ariana Grande,18185389
Not Shy,ITZY,18139327
LA DROGA,Bad Bunny,18132122
hoax,Taylor Swift,17899475
Wake Me Up,Avicii,17670201
Man Of The Year,Juice WRLD,17613507
Mr. Brightside,The Killers,17605679
Leaving Heaven (feat. Skylar Grey),Eminem,17410941
Sweet Melody,Little Mix,17334054
Screw Juice,Juice WRLD,17317192
Homecoming,Lil Uzi Vert,17057168
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,17051510
nasty,Ariana Grande,17023111
Filter,BTS,17015053
Can't Die,Juice WRLD,16898978
I'll Wait,Kygo,16887953
I Want It,Juice WRLD,16788144
You Never Know,BLACKPINK,16744500
I'm Sorry,Lil Uzi Vert,16646238
B.S. (feat. H.E.R.),Jhené Aiko,16599992
Bandido,Myke Towers,16567665
Get Me,Justin Bieber,16449856
ALWAYS DO,The Kid LAROI,16396665
Prices,Lil Uzi Vert,16310738
happiness,Taylor Swift,16213589
In Too Deep,Eminem,16172930
Heatin Up (feat. Gunna),Lil Baby,16053688
GIRL LIKE ME,Black Eyed Peas,15954472
my hair,Ariana Grande,15925506
Glock In My Lap,21 Savage,15568011
Legends,Juice WRLD,15314388
Follow,KAROL G,15149634
My Time,BTS,15146391
Angels Like You,Miley Cyrus,15094905
ADMV,Maluma,14962473
SENTADÃO,PEDRO SAMPAIO,14932941
11 PM,Maluma,14881517
My Only Wish (This Year),Britney Spears,14771923
Demons (feat. Fivio Foreign & Sosa Geek),Drake,14702818
obvious,Ariana Grande,14702027
Like It's Christmas,Jonas Brothers,14697906
Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,14560736
ivy,Taylor Swift,14519547
Emotionally Scarred,Lil Baby,14506093
Thinking out Loud,Ed Sheeran,14463053
Going Bad (feat. Drake),Meek Mill,14441278
dorothea,Taylor Swift,14392788
coney island (feat. The National),Taylor Swift,14385703
Gangstas,Pop Smoke,14287592
P FKN R,Bad Bunny,14237075
No Shame,5 Seconds of Summer,14203192
Singapur,El Alfa,14088650
"I Do It (ft. Big Sean, Lil Baby)",Lil Wayne,13837710
The Adventures of Moon Man & Slim Shady (with Eminem),Kid Cudi,13821822
evermore (feat. Bon Iver),Taylor Swift,13810722
Christmas (Baby Please Come Home),Mariah Carey,13660592
Coño,Jason Derulo,13625971
long story short,Taylor Swift,13583538
This Is America,Childish Gambino,13398852
Nicht verdient,Capital Bra,13202042
Cradles,Sub Urban,13099396
Your Man,Joji,12998159
Make It Rain (feat. Rowdy Rebel),Pop Smoke,12997064
Puesto Pa' Guerrial,Bad Bunny,12942864
HOY COBRÉ,Bad Bunny,12914431
Qué Maldición,Banda MS de Sergio Lizárraga,12848688
Hit Different,SZA,12812403
cowboy like me,Taylor Swift,12782098
Del Mar,Ozuna,12748732
Up All Night,Khalid,12736797
Lettre à une femme,Ninho,12708631
MALDITA POBREZA,Bad Bunny,12660806
EL MUNDO ES MÍO,Bad Bunny,12507010
Pretty Please,Dua Lipa,12470982
Angeklagt,Bonez MC,12443897
Who (feat. BTS),Lauv,12434298
"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",Jack Harlow,12416347
Daylight,Joji,12376309
marjorie,Taylor Swift,12234761
Something Special,Pop Smoke,12170360
THE BADDEST,K/DA,12148541
That Way,Lil Uzi Vert,12059592
Into the Unknown,Idina Menzel,12010984
BLACK PARADE,Beyoncé,11993214
Nice To Meet Ya,Niall Horan,11785304
Circles,Mac Miller,11781966
BENDICIONES,Bad Bunny,11734889
Roadrunner,Bonez MC,11573467
Emotions,Ufo361,11488098
"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",Future,11403590
X (with KAROL G),Jonas Brothers,11363207
ANTES QUE SE ACABE,Bad Bunny,11298839
"Baby, I'm Jealous (feat. Doja Cat)",Bebe Rexha,11265538
closure,Taylor Swift,11245393
SORRY PAPI,Bad Bunny,11066606
Jenny (I Wanna Ruin Our Friendship),Studio Killers,10970185
120,Bad Bunny,10957181
Fuckst mich nur ab,Bonez MC,10954772
six thirty,Ariana Grande,10941573
Stuck In A Dream (feat. Gunna),Lil Mosey,10860215
Premonition - Intro,Eminem,10830400
Bande organisée,13 Organisé,10818591
Unterwegs,Apache 207,10814696
TRELLAS,Bad Bunny,10733416
Freedom,Kygo,10719057
Djomb - Bien ou quoi,Bosh,10691967
Shotta Flow 5,NLE Choppa,10681320
Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,10628639
Fake,Lauv,10574766
She Knows This,Kid Cudi,10561183
D4L,Future,10537097
Thank God It's Christmas - Non-Album Single,Queen,10509961
POP,Lil Uzi Vert,10484727
911,Lady Gaga,10463414
Celebration Station,Lil Uzi Vert,10396969
EARFQUAKE,"Tyler, The Creator",10361269
i'm so tired...,Lauv,10359755
Alice,Lady Gaga,10342277
YAYA,6ix9ine,10157996
I Can See,Mac Miller,10086930
Repeat After Me (Interlude),The Weeknd,10058303
Louder than bombs,BTS,10016907
UGH!,BTS,9991177
Bigger Than Life,Lil Uzi Vert,9974143
What Makes You Beautiful,One Direction,9962681
Don't Call Me Up,Mabel,9949761
Too Good At Goodbyes,Sam Smith,9938403
Time Flies,Drake,9904749
Calma - Remix,Pedro Capó,9877006
Yellow,Coldplay,9836068
Venetia,Lil Uzi Vert,9824605
idontwannabeyouanymore,Billie Eilish,9793324
Death,Trippie Redd,9783085
Start Wit Me (feat. Gunna),Roddy Ricch,9743526
Jangueo,Anuel AA,9721879
Call Out My Name,The Weeknd,9689768
2002,Anne-Marie,9674257
Give No Fxk,Migos,9652399
Desires (with Future),Drake,9628215
Post Malone (feat. RANI),Sam Feldt,9612844
In the End,Linkin Park,9572202
You Better Move,Lil Uzi Vert,9533898
Come Around Me,Justin Bieber,9533583
Hand Me Downs,Mac Miller,9521654
No Regrets (feat. Don Toliver),Eminem,9493884
Santa's Coming for Us,Sia,9474711
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,9445922
Complicated,Mac Miller,9443725
love language,Ariana Grande,9399230
west side,Ariana Grande,9397167
00:00 (Zero O’Clock),BTS,9372219
Lock It Up (feat. Anderson .Paak),Eminem,9328951
Real Shit (with benny blanco),Juice WRLD,9325928
Not You Too (feat. Chris Brown),Drake,9284383
Narcos,Anuel AA,9267589
Free Woman,Lady Gaga,9266945
Marsh,Eminem,9260007
Wonderwall - Remastered,Oasis,9244410
Stepdad,Eminem,9159901
Until I Bleed Out,The Weeknd,9132077
Rich Nigga Shit (feat. Young Thug),21 Savage,9129562
Habitual,Justin Bieber,9120086
Bean (Kobe) [feat. Chief Keef],Lil Uzi Vert,9039518
Prospect (ft. Lil Baby),iann dior,9028945
Aim For The Moon (feat. Quavo),Pop Smoke,9011502
All Around Me,Justin Bieber,9010535
Lovefool,twocolors,8920627
Daechwita,Agust D,8908179
Another Day,Kid Cudi,8901697
BRABA,Luísa Sonza,8895348
Don't Stop Believin',Journey,8828011
Friends,BTS,8822365
Christmas Without You,Ava Max,8813922
Heart On Ice,Rod Wave,8789749
You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,8696354
"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",Eminem,8695060
Many Men,21 Savage,8675173
La Cama - Remix,Lunay,8664899
Every Breath You Take,The Police,8624541
Gnat,Eminem,8614955
We are Bulletproof : the Eternal,BTS,8516710
Anxiety - Intro,Juice WRLD,8449557
44 BullDog,Pop Smoke,8443771
Skit,BTS,8392247
Joy To The World,Nat King Cole,8387899
Yessirskiii,Lil Uzi Vert,8374259
Get Me (feat. Kehlani),Justin Bieber,8362828
Landed,Drake,8355036
Never Love Again,Eminem,8335790
Woods,Mac Miller,8329349
Inner Child,BTS,8312399
When To Say When,Drake,8304928
Lion King On Ice,J. Cole,8293983
Deep Pockets,Drake,8285754
Farewell,Eminem,8277608
Slidin,21 Savage,8243488
Chrome Heart Tags,Lil Uzi Vert,8219307
Santa Claus Is Coming to Town,Michael Bublé,8177832
Everybody,Mac Miller,8172098
Baby It's Cold Outside (duet with Michael Bublé),Idina Menzel,8160534
Cool,Dua Lipa,8136247
Second Emotion (feat. Travis Scott),Justin Bieber,8109572
Future Nostalgia,Dua Lipa,8091754
I Saw Mommy Kissing Santa Claus,The Jackson 5,8064361
Alfred - Interlude,Eminem,8030151
Santa Baby (with Henri René & His Orchestra),Eartha Kitt,8022773
Carol of the Bells,Mykola Dmytrovych Leontovych,7993078
Teach Me How To Love,Shawn Mendes,7932101
Little Engine,Eminem,7913461
Fun Tonight,Lady Gaga,7907329
Moon,BTS,7850129
Bust Me,Lil Uzi Vert,7828045
War,Drake,7821869
Santa Baby,Ariana Grande,7800116
What Christmas Means To Me,Stevie Wonder,7792643
Outta Time (feat. Drake),Bryson Tiller,7762934
Sine From Above (with Elton John),Lady Gaga,7734309
Love Again,Dua Lipa,7721379
Enigma,Lady Gaga,7695566
Perfect,Logic,7684575
"Solo Dolo, Pt. III",Kid Cudi,7655623
Rosa,J Balvin,7564893
The Christmas Song (Shawn Mendes & Camila Cabello),Shawn Mendes,7536851
Vulnerable,Selena Gomez,7531094
Dive,Kid Cudi,7524738
Gris,J Balvin,7514854
Good Days,SZA,7512818
Running Over (feat. Lil Dicky),Justin Bieber,7493188
Replay,Lady Gaga,7479618
The Climb Back,J. Cole,7476840
Available,Justin Bieber,7473249
Plastic Doll,Lady Gaga,7451452
Live Off My Closet (feat. Future),Lil Baby,7410327
Dance Again,Selena Gomez,7394604
"Baby, It's Cold Outside",Dean Martin,7367482
"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,7363913
ROCKSTAR (feat. Roddy Ricch) - BLM REMIX,DaBaby,7353153
One More Sleep,Leona Lewis,7350024
Creature (feat. Swae Lee),Pop Smoke,7308690
Little Saint Nick - 1991 Remix,The Beach Boys,7301381
Naughty List (with Dixie D’Amelio),Liam Payne,7299201
Drankin N Smokin,Future,7292247
I'll Be Home,Meghan Trainor,7281773
Baby (with J Balvin),Sfera Ebbasta,7276896
Rudolph The Red-Nosed Reindeer,Dean Martin,7227612
Mistletoe And Holly - Remastered 1999,Frank Sinatra,7225080
From Florida With Love,Drake,7216610
MODO TURBO,Luísa Sonza,7215709
Jingle Bells - Remastered 1999,Frank Sinatra,7182262
Oh Santa! (feat. Ariana Grande & Jennifer Hudson),Mariah Carey,7170169
Do You Hear What I Hear? - Remastered 2006,Bing Crosby,7149158
Breathe Deeper,Tame Impala,7142364
Chromatica II,Lady Gaga,7136521
Heaven On Earth,Kid Cudi,7117347
"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)",Eminem,7115414
Yea Yea,Pop Smoke,7112419
PICK UP (feat. Quavo),DaBaby,7065060
SI ELLA SALE,Bad Bunny,7055918
Secure The Bag,Lil Uzi Vert,7053947
Still Learning,Halsey,7050815
Babylon,Lady Gaga,6996402
Hallelujah,Pentatonix,6985392
Surf,Mac Miller,6960699
Ew,Joji,6936305
Slay3r,Playboi Carti,6912271
Losses,Drake,6894756
VACATION,Tyga,6883487
Sad People,Kid Cudi,6865689
Changes,Justin Bieber,6865229
Outro : Ego,BTS,6857808
This Christmas,Donny Hathaway,6809438
Good In Bed,Dua Lipa,6802068
Damaged,Kid Cudi,6763705
Big Body Benz,Bonez MC,6707101
Ring,Selena Gomez,6693229
Juice WRLD Speaks From Heaven - Outro,Juice WRLD,6682917
Winter Wonderland,Tony Bennett,6680928
Anyone,Demi Lovato,6665963
Christmas Tree Farm,Taylor Swift,6657404
Interlude : Shadow,BTS,6655856
Blinding Lights (with ROSALÍA) - Remix,The Weeknd,6653913
Cozy Little Christmas,Katy Perry,6652130
Negro,J Balvin,6651425
COOLER THAN A BITCH (feat. Roddy Ricch),Gunna,6642144
"The Man, The Myth, The Legend - Interlude",Juice WRLD,6640728
"Merry Christmas, Happy Holidays",*NSYNC,6635128
Chromatica I,Lady Gaga,6630385
Enjoy Yourself (feat. Karol G),Pop Smoke,6620040
Cardigan,Don Toliver,6586204
Yikes,Nicki Minaj,6561188
Somebody’s Problem,Morgan Wallen,6556452
Commercial (feat. Lil Uzi Vert),Lil Baby,6540577
Confirmation,Justin Bieber,6520106
In Your Eyes (with Doja Cat) - Remix,The Weeknd,6511008
Crowded Room (feat. 6LACK),Selena Gomez,6483001
That's On Me,Mac Miller,6462701
Please Come Home for Christmas - 2013 Remaster,Eagles,6400108
WUNNA,Gunna,6384306
Boot,Apache 207,6375562
Respect,BTS,6373954
Mios mit Bars,Luciano,6341141
Epidemic,Polo G,6292620
My Kind Of Present,Meghan Trainor,6278993
People You Know,Selena Gomez,6255954
Urgency (feat. Syd),Lil Uzi Vert,6224412
Angst,Loredana,6224166
Birthday,Anne-Marie,6207326
All Bad (feat. Lil Uzi Vert),Future,6194224
Once A Day,Mac Miller,6159873
Dime Cómo Quieres,Christian Nodal,6152821
Family,The Chainsmokers,6145132
Bad Bitch From Tokyo (Intro),Pop Smoke,6144736
Donuts,Gzuz,6113037
Beautiful Trip,Kid Cudi,6108393
Snitching (feat. Quavo & Future),Pop Smoke,6102253
1000 Doves,Lady Gaga,6069544
The Void,Kid Cudi,6068816
Trillionaire (feat. Youngboy Never Broke Again),Future,6057848
Make It Rain,Pop Smoke,6042929
JUMP (feat. YoungBoy Never Broke Again),DaBaby,6033348
bloody valentine,Machine Gun Kelly,6032935
My Dawg,21 Savage,6029118
Lotus,Lil Uzi Vert,6017103
Boys Will Be Boys,Dua Lipa,6015914
MODUS,Joji,6013371
Big Drip,Ufo361,6010373
E.T.A.,Justin Bieber,6008945
Auto Blu,Shiva,5995116
Meia Noite (Você tem meu Whatsapp),Tarcísio do Acordeon,5960498
Lithuania (feat. Travis Scott),Big Sean,5949270
Stupid Again,Tory Lanez,5938996
Hands,Mac Miller,5934464
West Coast Shit (feat. Tyga & Quavo),Pop Smoke,5931242
Errbody,Lil Baby,5929516
King Of My City,A Boogie Wit da Hoodie,5922748
Borderline,Tame Impala,5921044
GANG GANG,JACKBOYS,5898484
Du bist mein,Zuna,5878493
Broken Glass,Kygo,5867930
Tiefschwarz (feat. Samra),Kontra K,5867111
Take It Out On Me,Justin Bieber,5858768
Snitches & Rats (feat. Young Nudy),21 Savage,5846760
SKYBOX,Gunna,5846484
CANTARES DE NAVIDAD,Trio Vegabajeño,5842320
Brand New Draco,21 Savage,5841110
Ich weiß nicht mal wie sie heißt,Capital Bra,5827600
Plastic Hearts,Miley Cyrus,5816739
Wildflower,5 Seconds of Summer,5791343
RONCA FREESTYLE,Bad Bunny,5784075
Mon Ami,Samra,5774770
Move Ya Hips (feat. Nicki Minaj & MadeinTYO),A$AP Ferg,5768616
Love Not War (The Tampa Beat),Jason Derulo,5765398
Sie ruft,Apache 207,5752169
90-60-111,SHIRIN DAVID,5750861
Had Enough (feat. Quavo & Offset),Don Toliver,5748010
Verde,J Balvin,5745393
Heat Waves,Glass Animals,5730703
Matrix,Apache 207,5724739
YOSEMITE,Travis Scott,5686981
Dans l'espace (feat. Heuss l'Enfoiré),Gambi,5678754
Tilidin Weg,Bonez MC,5674945
Blanche,Maes,5656775
Amor ou o Litrão,Petter Ferraz,5623237
Thriller,Michael Jackson,5605234
Andere Welt,Capital Bra,5600868
WHAT TO DO? (feat. Don Toliver),JACKBOYS,5586351
Young & Alive,Bazzi,5578323
Komm Komm,Capital Bra,5552890
Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix],Internet Money,5550390
Tick Tock,Joji,5547939
All We Got (feat. KIDDO),Robin Schulz,5535345
Over Your Head,Future,5534361
Tik Tok (feat. Marracash & Guè Pequeno),Sfera Ebbasta,5504912
Might Not Give Up (feat. Young Thug),A Boogie Wit da Hoodie,5503902
Leaders (feat. NAV),Lil Uzi Vert,5496780
In meinem Benz,AK AUSSERKONTROLLE,5494500
Sanctuary,Joji,5482390
Strawberry Peels (feat. Young Thug & Gunna),Lil Uzi Vert,5468083
Go Stupid,Polo G,5464816
Stripes Like Burberry,Future,5445204
Frühstück in Paris,Capital Bra,5440253
That's What Love Is,Justin Bieber,5440037
Basta Você Me Ligar - Ao Vivo,Os Barões Da Pisadinha,5420988
XXL,Miksu / Macloud,5415994
Wassup (feat. Future),Lil Uzi Vert,5415044
Why'd You Only Call Me When You're High?,Arctic Monkeys,5412476
Zoo York (feat. Fivio Foreign & Pop Smoke),Lil Tjay,5368705
EN CASITA,Bad Bunny,5364262
Let Me Get Me,Selena Gomez,5356671
September,"Earth, Wind & Fire",5329256
Moon Relate,Lil Uzi Vert,5324545
Cry About It Later,Katy Perry,5306994
Zu Ende,Samra,5297101
Shotz Fired,Bonez MC,5291167
A Sweeter Place (feat. Kid Cudi),Selena Gomez,5291134
BaeBae,Samra,5290730
One More Year,Tame Impala,5279739
Abracadabra (feat. Future),Sfera Ebbasta,5263469
Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix],Dua Lipa,5254969
I Fall Apart,Post Malone,5251918
"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",French Montana,5229616
"fuck, i'm lonely (with Anne-Marie)",Lauv,5226991
TRAGIC (feat. Youngboy Never Broke Again & Internet Money),The Kid LAROI,5226940
B.I.T.C.H.,Megan Thee Stallion,5215211
Do I Wanna Know?,Arctic Monkeys,5212875
Black And White,Niall Horan,5204120
TOP FLOOR (feat. Travis Scott),Gunna,5193309
100k Cash,Capital Bra,5192813
Drown (feat. Clinton Kane),Martin Garrix,5186141
M' Manc (con Geolier & Sfera Ebbasta),Shablo,5171235
Riot,XXXTENTACION,5163633
No Opp Left Behind,21 Savage,5154955
Lance Individual,Jorge & Mateus,5152906
That’s It,Future,5151014
Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,5150724
Pretty Boy (feat. Lil Yachty),Joji,5141212
Ponte Pa' Mi,Justin Quiles,5123797
Allein sein,Ufo361,5119993
"Tap In (feat. Post Malone, DaBaby & Jack Harlow)",Saweetie,5117128
Hate The Way (feat. blackbear),G-Eazy,5116071
Emotions 2.0,Ufo361,5113459
Kids Again,Sam Smith,5103194
BXL ZOO,Damso,5101640
Lost In Yesterday,Tame Impala,5096624
Highway to Hell,AC/DC,5096618
Bleed,A Boogie Wit da Hoodie,5095478
DEUX TOILES DE MER,Damso,5094137
BLIND (feat. Young Thug),DaBaby,5074613
Hayloft,Mother Mother,5068738
Snow On Tha Bluff,J. Cole,5060764
TELL ME WHY,The Kid LAROI,5056986
Arcoíris,J Balvin,5044774
Trap This Way (This Way),Lil Uzi Vert,5043990
Bi Sonraki Hayatımda Gel,Murda,5037967
At Least For Now,Justin Bieber,5033764
Monster,Red Velvet - IRENE & SEULGI,5030481
Wake Up Call (feat. Trippie Redd),KSI,5029979
VALLA NEIN (feat. Luciano),KC Rebell,5029858
Lottery (Renegade),K CAMP,4994448
Mirrors,Justin Timberlake,4988571
Diamonds (with Normani),Megan Thee Stallion,4981484
Afterthought,Joji,4977405
Got The Guap (feat. Young Thug),Lil Uzi Vert,4946997
Rich Rich,Ufo361,4938864
Máquina do Tempo,Matuê,4938139
VALENTINO,24kGoldn,4935492
Hollywood (feat. Diplo),Sfera Ebbasta,4920218
Hips Don't Lie (feat. Wyclef Jean),Shakira,4918636
RIP Luv,21 Savage,4915080
Houdini (feat. Swarmz & Tion Wayne),KSI,4914429
Tunnel Vision (Outro),Pop Smoke,4907751
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,4884909
Cut You Off,Selena Gomez,4874380
Weiss,Samra,4872077
Kinda Crazy,Selena Gomez,4866777
LIGHTSKIN SH*T (feat. Future & jetsonmade),DaBaby,4861875
Together,Sia,4861870
"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,4856458
Steppin On Niggas,21 Savage,4853661
Mejor,Dalex,4851895
drunk face,Machine Gun Kelly,4834258
I Can Show You,Lil Uzi Vert,4831405
Narrow Road (feat. Lil Baby),NLE Choppa,4828004
Shit Changed,Ufo361,4823401
No Me Ame,Rvssian,4822090
Never Know (feat. SHIRIN DAVID),Luciano,4803071
Dolly (with Lil Uzi Vert),Lil Tecca,4800543
Bad Child,Tones And I,4787180
"Bad Girls, Good Vibes",Ufo361,4752181
Freak,Doja Cat,4736059
Roller,Apache 207,4732292
Racks 2 Skinny,Migos,4729629
Ihr Hobby,Bonez MC,4723116
Someone Like You,Adele,4703672
Sasuke,Lil Uzi Vert,4701551
H <3 T E L,Dardan,4701388
Be Something (feat. Lil Baby),Polo G,4687909
2012,Bausa,4685894
FLY,KC Rebell,4681054
Never Really Over,Katy Perry,4679948
Let Me Love You Like A Woman,Lana Del Rey,4665053
SKRR,KALIM,4629320
Story of My Life,One Direction,4628772
PUNANI,6ix9ine,4625985
Hit My Line,Logic,4621205
BLAME IT ON BABY,DaBaby,4616034
Gifted (feat. Roddy Ricch),Cordae,4609169
Can I,Kehlani,4603243
"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)",Lil Yachty,4601709
Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,4598294
One Kiss (with Dua Lipa),Calvin Harris,4594157
Break Up Song,Little Mix,4593343
Girls in the Hood,Megan Thee Stallion,4577209
Teeth,5 Seconds of Summer,4571612
Hot Stuff,Kygo,4569978
if i were u (with Lauv),blackbear,4561189
Parasite Eve,Bring Me The Horizon,4545883
Fantasía,Ozuna,4543012
Who's Laughing Now,Ava Max,4526982
Better,Khalid,4517102
El Manual,Anuel AA,4470597
Angels & Demons,jxdn,4435538
If You’re Too Shy (Let Me Know) - Edit,The 1975,4429092
Confía,Sech,4419295
Excitement,Trippie Redd,4416484
Karaoke,Boomdabash,4374448
Kill This Love,BLACKPINK,4341050
